id,dimension,variant_id,model,model_path,llm_score,raw_response,error,attempts,average_score,timestamp
AU01.000847,d1_illness_beliefs,V5_structured_checklist,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,4,"{
  ""score"": 4,
  ""brief_rationale"": ""Die Therapeutin erkundigt sich nach dem Zusammenhang zwischen dem Kontaktabbruch mit der Familie und den Beschwerden des Patienten. Sie validiert die subjektive Sichtweise des Patienten und fragt nach dessen Erklärungsmodell und Heilungsvorstellungen. Die Reaktion ist verständnisvoll und sensibel, was die Punkte 1, 2, 3, 7 und 9 der Checkliste erfüllt. Die Therapeutin passt ihren therapeutischen Stil flexibel an, um das Krankheits- und Heilverständnis des Patienten zu erforschen.""
}",,1,4.0,2026-07-18T12:30:55
AU01.000847,d1_illness_beliefs,V6_minimal_natural,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,2,"{
  ""score"": 2,
  ""brief_rationale"": ""Der Therapeut fragt nach der subjektiven Sicht des Patienten, wie er die Probleme und den Zusammenhang zwischen ihnen und dem Kontaktabbruch mit seiner Familie versteht. Dies entspricht der Aufgabenstellung, jedoch fehlt eine tiefergehende Exploration der Heilungsvorstellungen des Patienten.""
}",,1,4.0,2026-07-18T12:30:55
AU01.000848,d1_illness_beliefs,V1_full_manual_baseline,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,3,"{
  ""score"": 3,
  ""brief_rationale"": ""Der Therapeut fragt nach dem Erklärungsmodell des Patienten, indem er nachfragt, was er unter der Strafe Gottes versteht und wofür er bestraft werden könnte. Dies zeigt, dass der Therapeut das subjektive Krankheitsverständnis des Patienten erfragt. Allerdings fehlt es an weiteren Leistungsmerkmalen wie der Validierung des Erklärungsmodells oder der Klärung von Heilvorstellungen und Erwartungen an die Therapie.""
}",,1,2.0,2026-07-18T12:30:55
AU01.000848,d1_illness_beliefs,V2_no_anchors,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,2,"{
  ""score"": 2,
  ""brief_rationale"": ""Der Therapeut fragt nach dem subjektiven Erklärungsmodell des Patienten, indem er nachfragt, was er unter der Strafe Gottes versteht. Dies zeigt, dass der Therapeut das Krankheitsverständnis des Patienten explizit erfragt. Allerdings fehlen weitere Leistungsmerkmale wie die Validierung des Erklärungsmodells oder die Erörterung von Heilungsvorstellungen.""
}",,1,2.0,2026-07-18T12:30:55
AU01.000848,d1_illness_beliefs,V3_no_rationale,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,3,"{
  ""score"": 3
}",,1,2.0,2026-07-18T12:30:55
AU01.000848,d1_illness_beliefs,V4_evidence_before_score,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,3,"{
  ""brief_rationale"": ""Die Therapeutin fragt nach dem Erklärungsmodell des Patienten, indem sie nachfragt, was er unter der Strafe Gottes versteht und wofür er bestraft werden könnte. Dies zeigt, dass sie das subjektive Krankheitsverständnis des Patienten erfragt und validiert. Die Frage ist spezifisch und sensibel gestellt, um das Verständnis des Patienten zu erweitern und seine Vorstellungen zu klären."",
  ""score"": 3
}",,1,2.0,2026-07-18T12:30:55
AU01.000848,d1_illness_beliefs,V5_structured_checklist,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,3,"{
  ""score"": 3,
  ""brief_rationale"": ""Die Therapeutin fragt nach dem Erklärungsmodell des Patienten, indem sie ihn nach dem Zusammenhang zwischen seiner Flucht und den daraus resultierenden Symptomen fragt. Sie validiert die Offenheit des Patienten, indem sie seine Vorstellungen nachhakt. Allerdings fehlt es an einer klaren Definition der Rolle der Therapeutin oder der Klärung der Erwartungen an die Therapie. Die Reaktion erfüllt die Kriterien, aber nicht vollständig, was eine Bewertung von 3 rechtfertigt.""
}",,1,2.0,2026-07-18T12:31:00
AU01.000848,d1_illness_beliefs,V6_minimal_natural,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,2,"{
  ""score"": 2,
  ""brief_rationale"": ""Der Therapeut fragt nach der subjektiven Krankheits- und Heilungsvorstellung des Patienten, indem er nach dessen Interpretation der Flucht als Strafe Gottes und den damit verbundenen Symptomen fragt. Dies zeigt eine direkte Anfrage zur subjektiven Vorstellung des Patienten, jedoch fehlt eine tiefere Exploration oder Bestätigung der Patientenperspektive.""
}",,1,2.0,2026-07-18T12:31:00
AU01.000886,d1_illness_beliefs,V1_full_manual_baseline,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,0,"{
  ""score"": 0,
  ""brief_rationale"": ""Die Therapeutin spricht über die Zweifel, die bei der Anfangsphase der Psychotherapie auftreten können, und erklärt, dass die Therapie dazu da ist, um den Patienten zu lehren, dass er Einfluss auf sein Leben nehmen und Veränderungen vornehmen kann. Allerdings fehlt jegliche Anfrage nach dem subjektiven Erklärungsmodell oder den Heilungsvorstellungen des Patienten. Es gibt auch keine Validierung der Sichtweise des Patienten oder eine Anpassung des therapeutischen Stils an dessen Vorstellungen. Daher entspricht die Reaktion nicht den Kriterien für eine Bewertung von 2 oder höher.""
}",,1,2.0,2026-07-18T12:31:00
AU01.000886,d1_illness_beliefs,V2_no_anchors,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,0,"{
  ""score"": 0,
  ""brief_rationale"": ""Das Transkript enthält keine Fragen oder Anlässe, die das subjektive Erklärungsmodell oder die Heilungsvorstellungen der Patienten explizit erforschen. Es fehlt jegliche Validierung der Sichtweise der Patienten oder der Anpassung des therapeutischen Stils an deren Vorstellungen. Die Reaktion ist eher ein allgemeiner Trost und keine spezifische Anfrage nach dem Krankheits- und Heilverständnis der Patienten.""
}",,1,2.0,2026-07-18T12:31:00
AU01.000886,d1_illness_beliefs,V3_no_rationale,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,0,"{
  ""score"": 0
}",,1,2.0,2026-07-18T12:31:00
AU01.000886,d1_illness_beliefs,V4_evidence_before_score,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,0,"{
  ""brief_rationale"": ""Das Transkript enthält keine expliziten Fragen oder Versuche, das subjektive Erklärungsmodell oder die Heilungsvorstellungen des Patienten zu erforschen. Es fehlt jegliche Validierung der Sichtweise des Patienten oder der Anpassung des therapeutischen Stils an dessen Vorstellungen. Stattdessen wird eine generelle Erklärung zur Psychotherapie gegeben, ohne auf die individuellen Krankheits- und Heilungsvorstellungen des Patienten einzugehen."",
  ""score"": 0
}",,1,2.0,2026-07-18T12:31:00
AU01.000886,d1_illness_beliefs,V5_structured_checklist,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,0,"{
  ""score"": 0,
  ""brief_rationale"": ""Die Reaktion bezieht sich auf die Zweifel der Patientin, aber sie fragt nicht explizit nach dem subjektiven Erklärungsmodell oder den Heilungsvorstellungen der Patientin. Sie erklärt auch nicht, wie die Therapie das Problem anspricht oder welche Rolle die Therapeutin spielt. Die Reaktion ist eher allgemein und bietet keine spezifische Unterstützung oder Validierung der Patientin.""
}",,1,2.0,2026-07-18T12:31:00
AU01.000886,d1_illness_beliefs,V6_minimal_natural,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,0,"{
  ""score"": 0,
  ""brief_rationale"": ""Die Therapeutin spricht über die Zweck und den Zweck der Psychotherapie, aber sie erkundigt sich nicht nach den subjektiven Krankheits- und Heilungsvorstellungen des Patienten. Es fehlt eine direkte Aufforderung oder Frage, die das Verständnis der Patienten über ihre Probleme und ihre Heilungsvorstellungen erfragt.""
}",,1,2.0,2026-07-18T12:31:00
AU01.000887,d1_illness_beliefs,V1_full_manual_baseline,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,0,"{
  ""score"": 0,
  ""brief_rationale"": ""Die Therapeutin spricht zwar über die Möglichkeiten der Psychotherapie, aber sie erkundigt sich nicht explizit nach den subjektiven Krankheits- und Heilungsvorstellungen des Patienten. Es fehlt eine direkte Aufforderung, das Erklärungsmodell oder die Heilungsvorstellungen des Patienten zu erfragen. Die Therapeutin gibt auch keine Rückmeldung oder Validierung der Sichtweise des Patienten. Daher entspricht die Reaktion nicht den Kriterien für eine Bewertung von 2 oder höher.""
}",,1,2.0,2026-07-18T12:31:00
AU01.000887,d1_illness_beliefs,V2_no_anchors,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,0,"{
  ""score"": 0,
  ""brief_rationale"": ""Das Transkript enthält keine explizite Exploration der subjektiven Krankheits- oder Heilungsvorstellungen des Patienten. Es fehlen Fragen nach dem Erklärungsmodell des Patienten oder nach dessen Heilvorstellungen. Der Therapeut spricht eher über die Möglichkeiten der Therapie, ohne die Perspektive des Patienten zu erforschen oder zu validieren.""
}",,1,2.0,2026-07-18T12:31:00
AU01.000887,d1_illness_beliefs,V3_no_rationale,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,0,"{
  ""score"": 0
}",,1,2.0,2026-07-18T12:31:00
AU01.000887,d1_illness_beliefs,V4_evidence_before_score,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,0,"{
  ""brief_rationale"": ""Das Transkript zeigt keine explizite Exploration der subjektiven Krankheits- und Heilungsvorstellungen des Patienten. Es gibt keine Fragen, die das Erklärungsmodell des Patienten oder seine Heilungsvorstellungen erfragen. Stattdessen wird der Patient eher beruhigt und auf die therapeutische Methode hingewiesen, ohne dessen individuelle Vorstellungen oder Erklärungen zu validieren oder zu erfragen."",
  ""score"": 0
}",,1,2.0,2026-07-18T12:31:00
AU01.000887,d1_illness_beliefs,V5_structured_checklist,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,1,"{
  ""score"": 1,
  ""brief_rationale"": ""Die Therapeutin zeigt Verständnis für die Gefühle des Patienten, aber sie fragt nicht explizit nach dessen Erklärungsmodell oder Heilungsvorstellungen. Sie definiert auch nicht die Rolle der Therapeutin oder wie sie helfen kann, und gibt keine Gelegenheit zum Validieren der Patientenperspektive. Daher entspricht die Reaktion eher einer Bewertung von 1.""
}",,1,2.0,2026-07-18T12:31:00
AU01.000887,d1_illness_beliefs,V6_minimal_natural,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,0,"{
  ""score"": 0,
  ""brief_rationale"": ""Die Therapeutin hat keine Fragen gestellt, um das subjektive Verständnis des Patienten über seine Probleme zu erforschen. Stattdessen hat sie ihre eigene Sicht auf die Situation und den therapeutischen Prozess dargelegt.""
}",,1,2.0,2026-07-18T12:31:00
AU01.000888,d1_illness_beliefs,V1_full_manual_baseline,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,0,"{
  ""score"": 0,
  ""brief_rationale"": ""Die Therapeutin drückt Verständnis für die Zweifel und Schuldgefühle des Patienten aus, jedoch ohne explizit nach dessen subjektiven Krankheits- und Heilungsvorstellungen zu fragen. Es fehlt eine aktive Exploration der Erklärungsmodelle und Heilvorstellungen des Patienten sowie eine Validierung dieser Sichtweise.""
}",,1,2.0,2026-07-18T12:31:00
AU01.000888,d1_illness_beliefs,V2_no_anchors,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,0,"{
  ""score"": 0,
  ""brief_rationale"": ""Das Transkript enthält keine explizite Exploration der subjektiven Krankheits- oder Heilungsvorstellungen des Patienten. Es fehlen Fragen oder Anlässe, die das Erklärungsmodell des Patienten oder seine Heilvorstellungen erfragen. Stattdessen wird eine generelle Erklärung gegeben, die nicht auf die individuellen Vorstellungen des Patienten abzielt.""
}",,1,2.0,2026-07-18T12:31:00
AU01.000888,d1_illness_beliefs,V3_no_rationale,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,0,"{
  ""score"": 0
}",,1,2.0,2026-07-18T12:31:04
AU01.000888,d1_illness_beliefs,V4_evidence_before_score,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,1,"{
  ""brief_rationale"": ""Die Therapeutin zeigt Verständnis für die Zweifel und Schuldgefühle des Patienten, aber sie fragt nicht explizit nach dessen subjektiven Erklärungsmodellen oder Heilungsvorstellungen. Sie validiert auch nicht die Sichtweise des Patienten und passt ihren therapeutischen Stil nicht flexibel an. Daher entspricht die Reaktion nicht den Kriterien für eine Bewertung von 2 oder höher."",
  ""score"": 1
}",,1,2.0,2026-07-18T12:31:04
AU01.000888,d1_illness_beliefs,V5_structured_checklist,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,1,"{
  ""score"": 1,
  ""brief_rationale"": ""Die Therapeutin zeigt Verständnis für die Zweifel und Schuldgefühle des Patienten, jedoch fehlt es an einer expliziten Aufforderung, das subjektive Erklärungsmodell oder die Heilungsvorstellungen des Patienten zu erläutern. Es wird auch nicht nach den spezifischen Erklärungen des Patienten gefragt, wie er sich seine Probleme erklärt oder was er glaubt, dass ihm helfen könnte. Die Reaktion ist daher mangelhaft im Hinblick auf die Zieldimension.""
}",,1,2.0,2026-07-18T12:31:04
AU01.000888,d1_illness_beliefs,V6_minimal_natural,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,0,"{
  ""score"": 0,
  ""brief_rationale"": ""Die Therapeutin drückt Verständnis aus und gibt eine allgemeine Erklärung für das Schuldgefühl, aber sie fragt das Subjekt nicht explizit nach dessen eigenen Erklärungen oder Vorstellungen von Krankheit und Heilung.""
}",,1,2.0,2026-07-18T12:31:04
AU01.000902,d1_illness_beliefs,V1_full_manual_baseline,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,0,"{
  ""score"": 0,
  ""brief_rationale"": ""Die Therapeutin hat keine Anstrengung unternommen, das subjektive Erklärungsmodell oder die Heilungsvorstellungen des Patienten zu erforschen. Stattdessen bestätigt sie die Bedeutung der Symptome und konzentriert sich darauf, dass sie als Experte reagieren soll, ohne die Perspektive des Patienten zu validieren oder nach dessen Vorstellungen von Krankheit und Heilung zu fragen.""
}",,1,2.0,2026-07-18T12:31:04
AU01.000902,d1_illness_beliefs,V2_no_anchors,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,0,"{
  ""score"": 0,
  ""brief_rationale"": ""Das Transkript zeigt keine Anstrengung, das subjektive Erklärungsmodell oder die Heilungsvorstellungen des Patienten zu erforschen. Es enthält keine Fragen, die das Krankheits- oder Heilverständnis des Patienten explizit erfragen. Stattdessen scheint der Therapeut eher auf die Symptomatik einzugehen, ohne die subjektiven Perspektiven des Patienten zu validieren oder dessen therapeutisches Modell zu erkunden.""
}",,1,2.0,2026-07-18T12:31:04
AU01.000902,d1_illness_beliefs,V3_no_rationale,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,0,"{
  ""score"": 0
}",,1,2.0,2026-07-18T12:31:04
AU01.000902,d1_illness_beliefs,V4_evidence_before_score,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,0,"{
  ""brief_rationale"": ""Das Transkript zeigt keine Anstrengung, das subjektive Erklärungsmodell oder die Heilungsvorstellungen des Patienten zu erforschen. Es fehlt jegliche Fragestellung, die das Krankheits- oder Heilverständnis des Patienten explizit erfragt. Die Therapeutin konzentriert sich stattdessen darauf, die Symptome des Patienten zu erfassen, ohne dessen Perspektive oder Vorstellungen zu validieren oder zu erkunden."",
  ""score"": 0
}",,1,2.0,2026-07-18T12:31:04
AU01.000902,d1_illness_beliefs,V5_structured_checklist,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,0,"{
  ""score"": 0,
  ""brief_rationale"": ""Die Reaktion bezieht sich hauptsächlich auf die Bedeutung der Symptome und die Erwartung an die Therapeutin als Experte, aber sie fragt nicht explizit nach dem subjektiven Erklärungsmodell oder den Heilungsvorstellungen des Patienten. Es fehlt eine direkte Exploration der Krankheits- und Heilungsvorstellungen des Patienten, was die Zieldimension nicht erfüllt.""
}",,1,2.0,2026-07-18T12:31:04
AU01.000902,d1_illness_beliefs,V6_minimal_natural,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,0,"{
  ""score"": 0,
  ""brief_rationale"": ""Die Reaktion des Therapeuten konzentriert sich darauf, dass er die Symptome des Patienten erfassen möchte, um entsprechend reagieren zu können. Es fehlt jedoch eine direkte Aufforderung oder Methode, um die subjektiven Krankheits- und Heilungsvorstellungen des Patienten zu erforschen. Der Therapeut spricht nicht explizit davon, wie er die Perspektive des Patienten zu verstehen versucht oder wie er dessen Erklärungen zu seinen Problemen unterstützt.""
}",,1,2.0,2026-07-18T12:31:04
AU01.000905,d1_illness_beliefs,V1_full_manual_baseline,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,1,"{
  ""score"": 1,
  ""brief_rationale"": ""Der Therapeut hat die Patientenäußerung als belastend wahrgenommen, jedoch fehlt eine explizite Frage nach dem subjektiven Erklärungsmodell oder der Heilungsvorstellung des Patienten. Es gibt keine Anstrengung, das Krankheits- oder Heilverständnis des Patienten zu erfragen oder zu validieren. Die Reaktion ist daher mangelhaft.""
}",,1,1.333,2026-07-18T12:31:04
AU01.000905,d1_illness_beliefs,V2_no_anchors,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,1,"{
  ""score"": 1,
  ""brief_rationale"": ""Der Therapeut hat versucht, das Erklärungsmodell des Patienten zu verstehen, indem er nachfragt, ob es sich um Schicksal handeln könnte. Jedoch fehlen explizite Fragen nach dem subjektiven Erklärungsmodell oder Heilungsvorstellungen des Patienten. Es gibt auch keine Validierung oder Zusammenfassung des Patientenstandpunktes. Die Reaktion ist daher mangelhaft.""
}",,1,1.333,2026-07-18T12:31:04
AU01.000905,d1_illness_beliefs,V3_no_rationale,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,1,"{
  ""score"": 1
}",,1,1.333,2026-07-18T12:31:04
AU01.000905,d1_illness_beliefs,V4_evidence_before_score,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,0,"{
  ""brief_rationale"": ""Der Therapeut fragt nach der Sichtweise des Patienten, ob er den Zusammenhang zwischen den Problemen und dem Schicksal sieht. Allerdings fehlt eine tiefere Exploration der subjektiven Krankheits- und Heilungsvorstellungen des Patienten. Es gibt keine Anzeichen dafür, dass der Therapeut das Erklärungsmodell des Patienten validiert oder nach Heilungsvorstellungen fragt. Die Reaktion ist daher mangelhaft umgesetzt."",
  ""score"": 0
}",,1,1.333,2026-07-18T12:31:04
AU01.000905,d1_illness_beliefs,V5_structured_checklist,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,0,"{
  ""score"": 0,
  ""brief_rationale"": ""Die Reaktion fragt nach dem Erklärungsmodell der Patientin, jedoch ohne es in eigenen Worten zusammenzufassen oder die Heilungsvorstellungen der Patientin zu erfragen. Sie validiert nicht das Erklärungsmodell der Patientin und passt den therapeutischen Stil nicht flexibel an. Die Reaktion ist eher abwertend und suggeriert, dass das Erklärungsmodell der Patientin unwahr oder irrelevant sein könnte.""
}",,1,1.333,2026-07-18T12:31:04
AU01.000905,d1_illness_beliefs,V6_minimal_natural,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,1,"{
  ""score"": 1,
  ""brief_rationale"": ""Die Frage des Therapeuten ist unklar und könnte sowohl nach einer Erklärung des Problems als auch nach einer Interpretation des Zufalls fragen. Es fehlt eine klare Anleitung oder ein offeneres Verständnisfragen, das die subjektiven Krankheits- und Heilungsvorstellungen des Patienten besser erfassen würde.""
}",,1,1.333,2026-07-18T12:31:04
AU01.000906,d1_illness_beliefs,V1_full_manual_baseline,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,0,"{
  ""score"": 0,
  ""brief_rationale"": ""Die Therapeutin hat keine Fragen gestellt, um das subjektive Erklärungsmodell oder die Heilungsvorstellungen des Patienten zu erforschen. Sie hat auch nicht versucht, das Krankheits- oder Heilverständnis des Patienten explizit zu erfragen. Stattdessen hat sie eine Feststellung gemacht, die eher der Symptomatik als der subjektiven Krankheits- und Heilungsvorstellungen des Patienten entspricht.""
}",,1,1.667,2026-07-18T12:31:08
AU01.000906,d1_illness_beliefs,V2_no_anchors,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,0,"{
  ""score"": 0,
  ""brief_rationale"": ""Das Transkript enthält keine Fragen oder Anlässe, die das subjektive Erklärungsmodell oder die Heilungsvorstellungen des Patienten erforschen. Es gibt auch keine Validierung oder Anpassung des therapeutischen Stils an die Patientenperspektive. Die Reaktion beschränkt sich auf eine Bestätigung eines Patientenstatements ohne tiefere Exploration der Krankheits- oder Heilungsvorstellungen.""
}",,1,1.667,2026-07-18T12:31:08
AU01.000906,d1_illness_beliefs,V3_no_rationale,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,0,"{
  ""score"": 0
}",,1,1.667,2026-07-18T12:31:08
AU01.000906,d1_illness_beliefs,V4_evidence_before_score,qwen2_5_14b_instruct,/home/woody/iwso/iwso237h/models/qwen2_5_14b_instruct,0,"{
  ""brief_rationale"": ""Das Transkript enthält keine Fragen oder Anfragen, die das subjektive Erklärungsmodell oder die Heilungsvorstellungen des Patienten erfragen. Es gibt auch keine Anzeichen dafür, dass das therapeutische Gespräch die subjektiven Krankheits- und Heilungsvorstellungen des Patienten exploriert oder validiert. Daher entspricht das Transkript keiner der Bewertungskriterien."",
  ""score"": 0
}",,1,1.667,2026-07-18T12:31:08
