dimension,feature,mean_importance,std_across_folds,n_folds
d2_lack_of_knowledge,family,0.0006001121415203324,0.004698162162514019,5
d2_lack_of_knowledge,assent,0.00040907140922060044,0.0014358717772803683,5
d2_lack_of_knowledge,Clout,0.0002840010753988556,0.001688833489472307,5
d2_lack_of_knowledge,det,0.0002747696541713999,0.0012235657964469323,5
d2_lack_of_knowledge,Lifestyle,0.0002580084159521742,0.0005990159794306125,5
d2_lack_of_knowledge,socrefs,0.00023292551386923615,0.001488693452944462,5
d2_lack_of_knowledge,space,0.00023167723090534547,0.004724784428276555,5
d2_lack_of_knowledge,work,0.00011328302808007637,0.0009823788857046707,5
d2_lack_of_knowledge,emo_anx,0.00011312853412229615,0.0002262570682445923,5
d2_lack_of_knowledge,Authentic,0.00010082000520741748,0.00201087565024619,5
d2_lack_of_knowledge,focusfuture,3.767316174028961e-05,0.0012690817209310284,5
d2_lack_of_knowledge,shehe,1.9707305470744914e-05,9.380517803228825e-05,5
d2_lack_of_knowledge,filler,0.0,0.0,5
d2_lack_of_knowledge,food,0.0,0.0,5
d2_lack_of_knowledge,need,0.0,0.0,5
d2_lack_of_knowledge,Emoji,0.0,0.0,5
d2_lack_of_knowledge,substances,0.0,0.0,5
d2_lack_of_knowledge,wellness,0.0,0.0,5
d2_lack_of_knowledge,death,0.0,0.0,5
d2_lack_of_knowledge,leisure,0.0,0.0,5
d2_lack_of_knowledge,illness,0.0,0.0,5
d2_lack_of_knowledge,relig,0.0,0.0,5
d2_lack_of_knowledge,money,0.0,0.0,5
d2_lack_of_knowledge,fatigue,0.0,0.0,5
d2_lack_of_knowledge,acquire,0.0,0.0,5
d2_lack_of_knowledge,emo_anger,0.0,0.0,5
d2_lack_of_knowledge,emo_neg,0.0,0.0,5
d2_lack_of_knowledge,memory,0.0,0.0,5
d2_lack_of_knowledge,swear,0.0,0.0,5
d2_lack_of_knowledge,number,0.0,0.0,5
d2_lack_of_knowledge,emo_sad,0.0,0.0,5
d2_lack_of_knowledge,mental,0.0,0.0,5
d2_lack_of_knowledge,tech,0.0,0.0,5
d2_lack_of_knowledge,politic,0.0,0.0,5
d2_lack_of_knowledge,home,0.0,0.0,5
d2_lack_of_knowledge,sexual,0.0,0.0,5
d2_lack_of_knowledge,moral,0.0,0.0,5
d2_lack_of_knowledge,Culture,0.0,0.0,5
d2_lack_of_knowledge,male,0.0,0.0,5
d2_lack_of_knowledge,ethnicity,0.0,0.0,5
d2_lack_of_knowledge,friend,0.0,0.0,5
d2_lack_of_knowledge,conflict,0.0,0.0,5
d2_lack_of_knowledge,polite,0.0,0.0,5
d2_lack_of_knowledge,OtherP,0.0,0.0,5
d2_lack_of_knowledge,risk,0.0,0.0,5
d2_lack_of_knowledge,netspeak,0.0,0.0,5
d2_lack_of_knowledge,Exclam,0.0,0.0,5
d2_lack_of_knowledge,reward,0.0,0.0,5
d2_lack_of_knowledge,nonflu,0.0,0.0,5
d2_lack_of_knowledge,curiosity,0.0,0.0,5
d2_lack_of_knowledge,lack,0.0,0.0,5
d2_lack_of_knowledge,fulfill,0.0,0.0,5
d2_lack_of_knowledge,Conversation,-1.5287821894238717e-05,0.00018692334014195746,5
d2_lack_of_knowledge,Analytic,-4.7147452373913144e-05,0.008087716755102833,5
d2_lack_of_knowledge,tone_neg,-6.128112880718017e-05,0.00012256225761436034,5
d2_lack_of_knowledge,BigWords,-0.00011813029227262777,0.0031222482285370246,5
d2_lack_of_knowledge,female,-0.00013809418632792464,0.0003515441451750876,5
d2_lack_of_knowledge,auditory,-0.0004089203232962772,0.0008178406465925544,5
d2_lack_of_knowledge,allure,-0.0004261945325539783,0.004179933062948866,5
d2_lack_of_knowledge,they,-0.0007638631623153183,0.0030326688819786287,5
d2_lack_of_knowledge,Affect,-0.0007696448625041233,0.001084310062405471,5
d2_lack_of_knowledge,power,-0.0008211729152657636,0.0015118692781358023,5
d2_lack_of_knowledge,visual,-0.000841337517913187,0.0023977575761879215,5
d2_lack_of_knowledge,motion,-0.0009127298099736225,0.0018268856619692282,5
d2_lack_of_knowledge,Linguistic,-0.0009173799828770884,0.0010568013059608613,5
d2_lack_of_knowledge,AllPunc,-0.000979032663126446,0.0013089862578140633,5
d2_lack_of_knowledge,Dic,-0.0011583808650459722,0.006166671714092101,5
d2_lack_of_knowledge,tone_pos,-0.0012901428300177245,0.0033927343134402157,5
d2_lack_of_knowledge,allnone,-0.001680566594853041,0.0036916684875073253,5
d2_lack_of_knowledge,Apostro,-0.0018768811258099837,0.003613945652933859,5
d2_lack_of_knowledge,Physical,-0.0018770012186387446,0.002767124057319985,5
d2_lack_of_knowledge,Cognition,-0.0023692397938582014,0.005821427309145097,5
d2_lack_of_knowledge,emo_pos,-0.002557073421445168,0.006264451178890873,5
d2_lack_of_knowledge,tentat,-0.002858549530883982,0.004007164376416676,5
d2_lack_of_knowledge,quantity,-0.0036488512478025184,0.01151607147217087,5
