dimension,feature,mean_importance,std_across_folds,n_folds
d5_ambiguity_tolerance,BigWords,0.0018055338037264498,0.004086561094053548,5
d5_ambiguity_tolerance,tone_pos,0.001633444216973767,0.010218711115271093,5
d5_ambiguity_tolerance,OtherP,0.001072695927331729,0.002145391854663458,5
d5_ambiguity_tolerance,WC,0.0010342526733410316,0.00251164558077711,5
d5_ambiguity_tolerance,prep,0.0009580274484711852,0.001756328001750804,5
d5_ambiguity_tolerance,socrefs,0.0009255329492099633,0.001211718101356941,5
d5_ambiguity_tolerance,Period,0.0009050157716713021,0.0017384869208324017,5
d5_ambiguity_tolerance,male,0.0006927963301915933,0.0013855926603831867,5
d5_ambiguity_tolerance,socbehav,0.0006622015941434856,0.0013244031882869711,5
d5_ambiguity_tolerance,Clout,0.0005891382213669471,0.0011782764427339164,5
d5_ambiguity_tolerance,you,0.0004778464446360417,0.0008595594930964059,5
d5_ambiguity_tolerance,verb,0.00042345412419889875,0.001416393470326051,5
d5_ambiguity_tolerance,certitude,0.0004148280905771328,0.0008296561811542656,5
d5_ambiguity_tolerance,moral,0.00027859257000625897,0.0005571851400125179,5
d5_ambiguity_tolerance,feeling,0.0002522444116553046,0.0005044888233106092,5
d5_ambiguity_tolerance,need,0.0002005936289232424,0.0004011872578464848,5
d5_ambiguity_tolerance,Dic,0.0001452003845469611,0.00041936106188881296,5
d5_ambiguity_tolerance,motion,0.00012043761952366486,0.00035699339279424163,5
d5_ambiguity_tolerance,cause,0.0001154975782028019,0.0002096073064157286,5
d5_ambiguity_tolerance,WPS,9.114091114992432e-05,0.00016672692566773524,5
d5_ambiguity_tolerance,achieve,6.04710013787139e-05,0.0001209420027574278,5
d5_ambiguity_tolerance,ppron,5.4161819805975674e-05,0.00010832363961195135,5
d5_ambiguity_tolerance,Linguistic,4.687050397142049e-05,9.374100794284097e-05,5
d5_ambiguity_tolerance,article,4.552352658553952e-05,9.104705317107904e-05,5
d5_ambiguity_tolerance,they,3.887019148655302e-05,7.774038297310604e-05,5
d5_ambiguity_tolerance,female,1.9805616829808118e-05,3.9611233659616237e-05,5
d5_ambiguity_tolerance,work,5.349582709926655e-06,1.069916541985331e-05,5
d5_ambiguity_tolerance,Emoji,0.0,0.0,5
d5_ambiguity_tolerance,netspeak,0.0,0.0,5
d5_ambiguity_tolerance,filler,0.0,0.0,5
d5_ambiguity_tolerance,risk,0.0,0.0,5
d5_ambiguity_tolerance,reward,0.0,0.0,5
d5_ambiguity_tolerance,mental,0.0,0.0,5
d5_ambiguity_tolerance,nonflu,0.0,0.0,5
d5_ambiguity_tolerance,home,0.0,0.0,5
d5_ambiguity_tolerance,wellness,0.0,0.0,5
d5_ambiguity_tolerance,substances,0.0,0.0,5
d5_ambiguity_tolerance,illness,0.0,0.0,5
d5_ambiguity_tolerance,Physical,0.0,0.0,5
d5_ambiguity_tolerance,tech,0.0,0.0,5
d5_ambiguity_tolerance,fulfill,0.0,0.0,5
d5_ambiguity_tolerance,lack,0.0,0.0,5
d5_ambiguity_tolerance,Exclam,0.0,0.0,5
d5_ambiguity_tolerance,memory,0.0,0.0,5
d5_ambiguity_tolerance,number,0.0,0.0,5
d5_ambiguity_tolerance,shehe,0.0,0.0,5
d5_ambiguity_tolerance,swear,0.0,0.0,5
d5_ambiguity_tolerance,emo_anx,0.0,0.0,5
d5_ambiguity_tolerance,emo_sad,0.0,0.0,5
d5_ambiguity_tolerance,death,0.0,0.0,5
d5_ambiguity_tolerance,sexual,0.0,0.0,5
d5_ambiguity_tolerance,food,0.0,0.0,5
d5_ambiguity_tolerance,Culture,0.0,0.0,5
d5_ambiguity_tolerance,comm,0.0,0.0,5
d5_ambiguity_tolerance,politic,0.0,0.0,5
d5_ambiguity_tolerance,friend,0.0,0.0,5
d5_ambiguity_tolerance,family,0.0,0.0,5
d5_ambiguity_tolerance,polite,0.0,0.0,5
d5_ambiguity_tolerance,fatigue,0.0,0.0,5
d5_ambiguity_tolerance,focuspast,0.0,0.0,5
d5_ambiguity_tolerance,Conversation,-1.0282845823249935e-05,2.056569164649987e-05,5
d5_ambiguity_tolerance,emotion,-4.323385239732413e-05,0.0002683361205503881,5
d5_ambiguity_tolerance,health,-6.631579018785267e-05,0.00022990211857371786,5
d5_ambiguity_tolerance,Apostro,-7.149583311485703e-05,0.0007233580410405731,5
d5_ambiguity_tolerance,adj,-0.00010343815593613303,0.00020687631187226607,5
d5_ambiguity_tolerance,insight,-0.00011421811567454253,0.00022843623134908506,5
d5_ambiguity_tolerance,emo_neg,-0.00012520203256126758,0.00025040406512253516,5
d5_ambiguity_tolerance,negate,-0.0001273619802818719,0.0004021059170636047,5
d5_ambiguity_tolerance,Perception,-0.00016921612632935456,0.0003384322526587091,5
d5_ambiguity_tolerance,discrep,-0.00017639807044735447,0.0005312899653243796,5
d5_ambiguity_tolerance,i,-0.00018298511830340482,0.0007985355901043878,5
d5_ambiguity_tolerance,cogproc,-0.00019785555202254295,0.0008153833774717087,5
d5_ambiguity_tolerance,power,-0.0002083123410231928,0.00041662468204638556,5
d5_ambiguity_tolerance,tone_neg,-0.00021946513762543862,0.00043893027525087724,5
d5_ambiguity_tolerance,money,-0.00028364372519597747,0.0005672874503919549,5
d5_ambiguity_tolerance,allnone,-0.0002946796277074696,0.0005893592554149392,5
d5_ambiguity_tolerance,emo_anger,-0.0004493234357958261,0.0008986468715916522,5
d5_ambiguity_tolerance,emo_pos,-0.00048456027676535487,0.001527636575798603,5
d5_ambiguity_tolerance,attention,-0.0005400593979887319,0.0018421227151987811,5
d5_ambiguity_tolerance,want,-0.0005519244781106355,0.001103848956221271,5
d5_ambiguity_tolerance,det,-0.000778751764473616,0.0009593714357425226,5
d5_ambiguity_tolerance,conflict,-0.0008465317908612883,0.0016930635817225767,5
d5_ambiguity_tolerance,curiosity,-0.0008923521481019884,0.001977160036434778,5
d5_ambiguity_tolerance,AllPunc,-0.0010683972027532994,0.0020146462902211238,5
d5_ambiguity_tolerance,Analytic,-0.001195572555504469,0.002391145111008938,5
d5_ambiguity_tolerance,acquire,-0.002003804555153948,0.0025986174723613624,5
d5_ambiguity_tolerance,Tone,-0.002065932042685355,0.003752502632160059,5
d5_ambiguity_tolerance,prosocial,-0.0020779103673917443,0.006856226589937896,5
d5_ambiguity_tolerance,pronoun,-0.00408715994759012,0.007242948202406746,5
d5_ambiguity_tolerance,leisure,-0.004653151157722017,0.009306302315444033,5
